title,heading,content,tokens
Effects of cannabis,Appetite,"The feeling of increased appetite following the use of cannabis has been documented for hundreds of years, and is known colloquially as the ""munchies"". Clinical studies and survey data have found that cannabis increases food enjoyment and interest in food. A 2015 study suggests that cannabis triggers uncharacteristic behaviour in proopiomelanocortin (POMC) neurons, which are usually associated with decreasing hunger.Endogenous cannabinoids, more commonly known as endocannabinoids, exist in cow and human milk. It is widely accepted that the neonatal survival of many species is largely dependent upon their suckling behavior and research has identified the endogenous cannabinoid system to be the first neural system to display complete control over milk ingestion and neonatal survival.",152
Effects of cannabis,Pathogens and microtoxins,"Most microorganisms found in cannabis only affect plants and not humans, but some microorganisms, especially those that proliferate when the herb is not correctly dried and stored, can be harmful to humans. Some users may store marijuana in an airtight bag or jar in a refrigerator to prevent fungal and bacterial growth.

The fungi Aspergillus flavus, Aspergillus fumigatus, Aspergillus niger, Aspergillus parasiticus, Aspergillus tamarii, Aspergillus sulphureus, Aspergillus repens, Mucor hiemalis (not a human pathogen), Penicillium chrysogenum, Penicillium italicum and Rhizopus nigricans have been found in moldy cannabis. Aspergillus mold species can infect the lungs via smoking or handling of infected cannabis and cause opportunistic and sometimes deadly aspergillosis. Some of the microorganisms found create aflatoxins, which are toxic and carcinogenic. Mold is also found in smoke from mold-infected cannabis, and the lungs and nasal passages are a major means of contracting fungal infections. Levitz and Diamond (1991) suggested baking marijuana in home ovens at 150 °C [302 °F], for five minutes before smoking. Oven treatment killed conidia of A. fumigatus, A. flavus and A. niger, and did not lower THC levels. Cannabis contaminated with Salmonella muenchen was correlated with dozens of cases of salmonellosis in 1981. Thermophilic actinomycetes were also found in cannabis.",343
Effects of cannabis,Long-term effects,"Exposure to marijuana may have biologically based physical, mental, behavioral, and social health consequences and is ""associated with diseases of the liver (particularly with co-existing hepatitis C), lungs, heart, eyesight, and vasculature"" according to a 2013 literature review by Gordon and colleagues. The association with these diseases has only been reported in cases where people have smoked cannabis. The authors cautioned that ""evidence is needed, and further research should be considered, to prove causal associations of marijuana with many physical health conditions"".Cannabis use disorder is defined in the fifth revision of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5) as a condition requiring treatment. Several drugs have been investigated in an attempt to ameliorate the symptoms of stopping cannabis use. Such drugs include bupropion, divalproex, nefazodone, lofexidine, and dronabinol. Of these, dronabinol (a trade name for THC) has proven the most effective. The drugs buspirone and rimonabant have shown some success in helping maintain cannabis abstinence.There is evidence that long-term use of cannabis increases the risk of psychosis, regardless of confounding factors, and particularly for people who have genetic risk factors. A 2019 meta-analysis found that 34% of people with cannabis-induced psychosis transitioned to schizophrenia. This was found to be comparatively higher than hallucinogens (26%) and amphetamines (22%).Long-term cannabis users are at risk for developing cannabinoid hyperemesis syndrome (CHS), characterized by recurrent bouts of intense vomiting. The mechanism behind CHS is poorly understood and is contrary to the antiemetic properties of cannabis and cannabinoids. Of those who went to the emergency department (ED) with recurrent vomiting in one institution in the United States from 2005 to 2010, about 6% had the condition.",383
Effects of cannabis,Effects in pregnancy,"Cannabis consumption in pregnancy might be associated with restrictions in growth of the fetus, miscarriage, and cognitive deficits in offspring based on animal studies, although there is limited evidence for this in humans at this time. A 2012 systematic review found although it was difficult to draw firm conclusions, there was some evidence that prenatal exposure to cannabis was associated with ""deficits in language, attention, areas of cognitive performance, and delinquent behavior in adolescence"". A report prepared for the Australian National Council on Drugs concluded cannabis and other cannabinoids are contraindicated in pregnancy as it may interact with the endocannabinoid system.",126
Effects of cannabis,Effects in pediatrics,"Children can become exposed to cannabis, typically through accidental exposure which can lead to very high doses, especially in the case of edibles. Unlike in adults, these levels of exposure can lead to major complications in children. These complications include encephalopathy, hypotension, respiratory depression severe enough to require ventilation, somnolence, coma, and there have been case reports of death. Pediatric exposure to edibles is of increasing concern because these products are typically sweets (gummies, cookies, etc.), and their prevalence is increasing as cannabis is legalized or decriminalized in many territories.",121
Joint (cannabis),Summary,"A joint ( ), also commonly referred to as a  ""doobie"" or ""doob"", is a rolled cannabis cigarette. Unlike commercial tobacco cigarettes, the user ordinarily hand-rolls joints with rolling papers, though in some cases they are machine-rolled. Rolling papers are the most common rolling medium in industrialized countries; however, brown paper, cigarettes or beedies with the tobacco removed, receipts and paper napkin can also be used, particularly in developing countries. Modern papers are manufactured in a range of sizes from a wide variety of materials including rice, hemp, and flax, and are also available in liquorice and other flavoured varieties.Joint size can vary, typically containing between 0.25 and 1 g (1⁄112 and 1⁄28 oz) net weight of cannabis. Tobacco is sometimes used in the rolling process.",178
Joint (cannabis),Variations and terminology,"Although joints by definition contain cannabis, regional differences exist. In Europe, in certain Commonwealth nations, and more recently in North America, joints, or spliffs, typically include a cigarette filter or a bit of rolled thin cardboard in one end to serve as a mouthpiece, commonly referred to as the crutch, filter, or roach. 
The term ""spliff"" is sometimes used to distinguish a joint prepared with both cannabis and tobacco,
as is commonly done in European countries, where joints containing only cannabis are uncommon. In the West Indies where this term originated (especially Jamaica), a spliff is simply a marijuana cigarette, normally containing no tobacco.
Special vaporizers, made to look like joints, have also been designed for use with cannabis extract.",158
Joint (cannabis),Etymology and synonyms,"The word joint ultimately originated from French, where it is an adjective meaning 'joined' (past participle of the verb joindre), derived in turn from Latin iunctus, past participle of iungere ('join'/'bind'/'yoke'). By 1821, 'joint' had become an Anglo-Irish term for an annexe, or a side-room 'joined' to a main room. By 1877, this had developed into U.S. slang for a 'place, building, establishment,' and especially to an opium den. Its first usage in the sense of 'marijuana cigarette' is dated to 1938.Many slang terms are synonymous with the word joint. 'Spliff' is a West Indian word of Jamaican English origin which has spread to several western countries, particularly the UK and  Europe. Its precise etymology is unknown, but it is attested as early as 1936. 'J' or 'jay' can be used as an abbreviation for a generic joint. Another frequently used term is 'doobie.' The end or butt of a mostly smoked joint is referred to as a ""roach"" in U.S. and Australian slang. Small metal clips to facilitate the smoking of a ""roach"" are called ""roach clips"". In the UK the term roach is commonly used to describe the cardboard mouthpiece. Roach clips cover a wide variety of paraphernalia including alligator clips, forceps, needle nose pliers, ceramic pieces with holes through them, and tweezers.",320
Roach (smoking),Summary,"A roach is the remains of a joint, blunt or roll up cigarette after most of it has been smoked. Most roaches are disposed of immediately after smoking a joint; however, some users will retain the roach for use at a later date. Some users maintain that smoking the roach again has a more intense high due to a high concentration of resin that gathers at the tip of the filter.Small metal clips to facilitate the smoking of a ""roach"" are called roach clips.  
Roach clips cover a wide variety of paraphernalia including alligator clips, forceps, needle nose pliers, ceramic pieces with holes through them, and tweezers.
In Europe, the United Kingdom and most Commonwealth nations, ""roach"" can also refer to a bit of rolled thin cardboard in one end to serve as a mouthpiece - called a ""Roach Tip"", ""Smoking Tip"", ""crutch"" or ""filter"" in North America. When this is employed, a joint can still be held securely after it has burnt down to a short length; thus, the entire length of the joint may be smoked without the aid of a roach clip.",243
Roach (smoking),La Cucaracha,"According to Callier the term roach was inspired by the Latin American folk song “La Cucaracha"". While the exact origins of the song remain unknown the version that is thought to have referenced the roach is the commonly cited version that ridicules Mexican Revolutionary leader Pancho Villa. The revolutionary version was reportedly sung by Villa’s troops during battle. Callier has suggested that in cannabis culture the roach represents the end of a joint and that the song is about ""running out of cannabis and not being able to get high, just like the roach is unable to walk because it's missing a leg"".",130
Roach (smoking),Mexican immigration into the United States,"Callier argues that the term 'roach' entered into American Cannabis culture through a wave of Mexican immigration after the Mexican Revolution in 1910. The Mexican Revolution of 1910 led to a wave of Mexican immigration into the United States in particular through the American Southwest bringing with them cannabis. Schlosser suggests that ""the prejudices and fears that greeted these peasant immigrants also extended to their traditional means of intoxication; smoking marijuana"".Due to the relatively inexpensive cost of cannabis it became popular with impoverished and marginalised groups throughout North America. However due to perceived social harms it became the subject of an intense campaign by the newly formed Federal Bureau of Investigation. In places such as New Orleans newspapers linked cannabis with marginalised groups such as “African-Americans, jazz musicians, prostitutes, and underworld whites”. Police officers in Texas claimed that marijuana incited violent crimes, aroused a ""lust for blood"", and gave its users ""superhuman strength"".",192
Roach (smoking),Jazz origins,"One of the first documented mainstream appearances of the term “roach” in the Western media is found in a The New Yorker feature article in 1938 writing about marijuana or ""viper"" culture in Harlem during the 1930s. The article ""Tea for a Viper"" was written by investigative journalist Meyer Berger as he encounters a series of African American jazz musicians smoking cannabis. In the article Berger describes a roach as ""a pinched off smoke, or stub is a roach"".
During the Jazz Age marijuana culture flourished in North America and is largely credited with forming the ""stoner"" culture. Terminology such as munchies, cotton mouth and greening out is referenced in the works of African American Jazz musicians such as Louis Armstrong, Stuff Smith and Lucille Bogan. A ""viper"" was known as someone who consumes marijuana.In 1943, Time published its first article on the 'weed'. The article describes the 'roach' as the remains of a smoked down joint, suggesting that it was a desirable meant to be reused. The article recalls that a ""the viper [drug user] may then quietly ""blast the weed"" (smoke). Two or three long puffs usually suffice after a while to produce a light jag. The smoker is then said to be ""high"" or ""floating"". When he has smoked a reefer [cannabis] down to a half-inch butt, he carefully conserves it in an empty match box. In this condition it is known, in Mexican, as a chicharra, or in English, as a ""roach"".The term roach is mentioned by Armstrong when recounting an arrest for drug possession in a biography by Max Jones and John Chilton, The Louis Armstrong Story: 1900-1971 shortly:
""The trumpeter was playing at the Cotton Club in Culver City, CA, near Hollywood, in a band that featured his favourite drummer, Vic Berton. The two were sharing a joint outside in the parking lot between sets. Unbeknownst to them, a rival club owner had summoned two detectives who saddled up to the pair and said, ""We'll take the roach, boys.""""",449
Roach (smoking),Safety,Users will often smoke the roach due to the high concentration of resin that gathers in the tip while the joint is smoked. Smoking the roach tends to produce a more intense smoke that can cause irritation to the lungs when inhaled.,50
Roach (smoking),Tobacco related illnesses,"In many European countries it is common to add tobacco into a joint, as a means of preserving cannabis. There are several risks associated with this practice due to the increased exposure to toxic carcinogenic materials versus alternative methods of cannabis consumption such as edibles and vaporizing. It is estimated that a single joint could cause as much damage as 2.5–5 cigarettes. The consumption of combusted properties of a substance will often form toxic and carcinogenic compounds. Researchers have noted that for cannabis “this include brain changes that are thought to impair cognitive functioning, particularly in adolescents”.",121
Roach (smoking),Europe,"In the most recent Global Drug survey it was found that in Europe that 90% of users smoke cannabis with tobacco. Researchers have suggested that smoking a roach with cannabis and tobacco can lead to a more “than eightfold increase in the odds of later initiation of tobacco use”.For many Europeans, cannabis is considered a gateway drug to tobacco. For many Europeans the first exposure to tobacco occurs when they smoke their first Joint (cannabis). This occurrence is referred to as the reverse gateway effect. The reverse gateway suggests that a heightened risk of nicotine dependence is the “most important health consequence of early frequent cannabis use”",131
Roach (smoking),Songs,"The term roach appears in Buck Washington 1944 song ‘Save the Roach for me’. Washington sings about a man seeking to get high by smoking the 'roach' :

“Folks say that I’m lonesome/ Say I’m blue as I can be/ But if you’re smoking that jive when I pass by/ Then save the roach for me.”",93
Roach (smoking),Common misconceptions,"Depending on the nation in which a joint is being consumed, the 'roach' could either refer to a filter or the burnt end of a joint. Traditionally in the United States the roach refers to the burnt or smoked end of a joint. The appearance of the 'roach' is usually characterised by black or golden hues. While in the United Kingdom and Commonwealth of Nations such as Australia and New Zealand the roach refers to the thinly rolled piece of cardboard that creates the filter.",102
Blunt (cannabis),Summary,"A blunt is a cigar that has been hollowed out and filled with cannabis. It is rolled with the tobacco-leaf ""wrap"", usually from an inexpensive cigar, or any other wrap that isn’t a joint paper that has glue. A blunt is different from a joint, which uses rolling papers.",66
Blunt (cannabis),History and etymology,"The practice originated in cities such as New York City, Philadelphia, and Baltimore. Blunts take their name from Phillies Blunt brand cigars, although any commonly available inexpensive cigar or cigarillo may be used, depending on suitability and availability. Other common synonyms  for a blunt include ""El-P"" or ""L"" (from the El Producto brand) and ""Dutch"" (from Dutch Masters). Backwoods, Swisher Sweets, White Owl and 4ks cigars/cigarillos are other popular brands for rolling blunts.",115
Blunt (cannabis),Readymade blunts,"Blunts also come as ready made tobacco wraps with hundreds of flavors across numerous brands.
In addition to using cheap cigars and cigarillos to smoke cannabis, cigar wraps or ""blunt wraps"" are also used.",47
Blunt (cannabis),Tobacco industry term,"In the tobacco industry, a blunt is defined as a cigar that is wider than a cigarillo and not quite as wide as a Corona. A cigarillo that has been split and re-rolled with marijuana is still called a blunt in cannabis culture.",55
Shafer Commission,Summary,"The Shafer Commission, formally known as the National Commission on Marihuana and Drug Abuse, was appointed by U.S. President Richard Nixon in the early 1970s.  Its chairman was former Pennsylvania Governor Raymond P. Shafer.  The commission issued a report on its findings in 1972 that called for the decriminalization of marijuana possession in the United States. The report was ignored by the White House, but is an important document against prohibition.While the Controlled Substances Act was being drafted in a House committee in 1970, Assistant Secretary of Health Roger O. Egeberg had recommended that marijuana temporarily be placed in Schedule I, the most restrictive category of drugs, pending the Commission's report. On March 22, 1972, the Commission's chairman, Raymond P. Shafer, presented a report to Congress and the public entitled ""Marihuana, a Signal of Misunderstanding,"" which favored ending marijuana prohibition and adopting other methods to discourage use. The report was republished as a Signet Books New American Library paperback in 1972.The Commission's report said that while public sentiment tended to view marijuana users as dangerous, they actually found users to be more timid, drowsy and passive. It concluded that cannabis did not cause widespread danger to society. It recommended using social measures other than criminalization to discourage use. It compared the situation of cannabis to that of alcohol.The Commission's proposed decriminalization of marijuana possession was opposed, in 1974, by the recommendations of a congressional subcommittee chaired by Senator James Eastland.The Nixon administration did not implement the recommendations from the National Commission on Marihuana and Drug Abuse. However, the report has frequently been cited by individuals supporting removal of cannabis from Schedule I of the Controlled Substances Act.",354
Shafer Commission,Members,"Michael R. Sonnenreich served as Executive Director of the Commission.
Raymond P. Shafer, former Governor of Pennsylvania (Chairman)
Dana L. Farnsworth, MD, chairman of the University of Michigan department of pharmacology (Vice Chairman)
Henry Brill, MD, psychiatrist
Tim Lee Carter, U.S. Representative (R–KY)
Joan Ganz Cooney, television producer
Charles O. Galvin, SJD, Dean of SMU Law School
John A. Howard, PhD, President of Rockford University
Harold E. Hughes, U.S. Senator (D–IA)
Jacob K. Javits, U.S. Senator (R–NY)
Paul G. Rogers, U.S. Representative (D–FL)
Maurice H. Seevers, MD, PhD
J. Thomas Ungerleider, MD, psychiatrist
Mitchell Ware, JD, attorney",201
California Bureau of Cannabis Control,Summary,"The Bureau of Cannabis Control (established as Bureau of Marijuana Control under Proposition 64, formerly the Bureau of Medical Marijuana Regulation) is an agency of the State of California within the Department of Consumer Affairs, charged with regulating medical cannabis (MMJ) in accordance with state law pursuant to the Medical Cannabis Regulation and Safety Act passed by the legislature in 2015 (amended in 2016) and the Adult Use of Marijuana Act (Proposition 64), passed by voter initiative in November 2016. The agency was charged with creating rules for the legal non-medical market to take effect January 1, 2018; and to regulate the state's multibillion dollar medical program  for the first time. The first agency leader, Lori Ajax, referred to in multiple media outlets as the state's cannabis ""czar"", was appointed by the governor in February 2017. State senator Mike McGuire has expressed doubt that the board would meet deadlines to allow regulated retail sales by 2018 as planned.When the agency published emergency rules on November 16, 2017 under  California Code of Regulations, Title 16, Division 42, it effectively became the Bureau of Cannabis Control.",227
Arkansas Medical Cannabis Act,Summary,"The Arkansas Medical Cannabis Act (AMCA) is a ballot measure that initially qualified for the ballot in Arkansas (as Issue 7) but was disqualified by the Arkansas Supreme Court 12 days before the November 8, 2016 election. A separate measure to legalize medical cannabis, the Arkansas Medical Marijuana Amendment (Issue 6), also qualified for the 2016 ballot and was approved by voters.",77
Arkansas Medical Cannabis Act,History,"The wording of the initiative's title was approved by the Arkansas Attorney General in August, 2014, allowing the process of collecting signatures for the initiative to begin. The sponsor of the act, Arkansans for Compassionate Care, submitted 117,469 petition signatures to the state authorities for verification in June 2016. It was certified for the ballot on July 7. The act had a provision to collect sales tax and apportion some of the revenue to subsidize medical cannabis for low-income patients.",102
Cannabis in Massachusetts,Summary,"Cannabis in Massachusetts is legal for medical and recreational use. It also relates to the legal and cultural events surrounding the use of cannabis. A century after becoming the first U.S. state to criminalize recreational cannabis, Massachusetts voters elected to legalize it in 2016.In 2008 Massachusetts voters decriminalized the possession of small amounts of marijuana. Massachusetts became the eighteenth state to legalize medical marijuana when voters passed a ballot measure in 2012, even though the federal government still lists marijuana as a Schedule 1 controlled substance with no medical value. Recreational marijuana is legal in Massachusetts as of December 15, 2016, following a ballot initiative in November of that year.As of 2010 almost 10% of Massachusetts residents over the age of 12 had used marijuana in the past month, and almost 16% had used marijuana within the past year. The largest event for the support of the legalization of marijuana, the Boston Freedom Rally, which draws thousands of attendees from all over the region, takes place every year in September.",202
Cannabis in Massachusetts,Legality,"Recreational marijuana is regulated and taxed but legal in Massachusetts, with retail sales from licensed dealers becoming legal on November 20, 2018. Legalization occurred in staging, with decriminalization followed by legal medical marijuana before full legalization.",48
Cannabis in Massachusetts,Decriminalization,"On November 4, 2008, Massachusetts voters passed a ballot initiative that decriminalized the possession of small amounts of marijuana. The Massachusetts Sensible Marijuana Policy Initiative made the possession of less than one ounce (28 g) of marijuana punishable by a fine of $100 without the possessor being reported to the state's criminal history board. Minors also had to notify their parents, take a drug awareness program, and complete 10 hours of community service. Before decriminalization, people charged faced up to six months in jail and a $500 fine.The proponents of the change argued that:
The change would keep the existing policies regarding growing, trafficking, and driving under the influence of the drug, while protecting those caught from a tainted criminal record
Massachusetts could save $130 million each year
Convictions of less than one ounce (28 g) have been shown to have little or no impact on drug useThe opponents argued that the decriminalization would:
Promote use of the drug and protect dealers
Increase violence
Create hazardous workplaces
Increase car crashesThe law went into effect January 2009.",222
Cannabis in Massachusetts,Medical marijuana,"On November 6, 2012, 63% of Massachusetts voters approved Question 3, the Massachusetts Medical Marijuana Initiative. The law took effect on January 1, 2013, eliminating criminal and civil penalties for the possessions and use of up to a 60-day supply of marijuana for patients possessing a state issued registration card. With a recommendation by a physician, patients with cancer, glaucoma, and other medical conditions can receive a registration card. The law allows for 35 state-licensed non-profit dispensaries. The Massachusetts Department of Public Health has until May 1, 2013 to issue further regulations. Marijuana dispensaries will not be able to open until after the regulations have been set. The Massachusetts Medical Society opposes the bill, saying there is no scientific proof that marijuana is safe and effective. After the law passed, towns attempted to ban dispensaries. Attorney General Martha M. Coakley ruled that cities and towns cannot ban dispensaries, and can only regulate them. Complete bans would conflict with the law.",198
Cannabis in Massachusetts,Overview,"In the November 8, 2016 election, Massachusetts voters passed a ballot initiative (Question 4) making recreational cannabis legal in the state.Provisions for home use and cultivation went into effect on December 15, 2016. Individuals are allowed to possess and purchase up to one ounce (28 g) at a time, and if driving it must be locked up and not openly visible. Each household can grow up to six plants, or twelve for those with more than one adult, but the plants cannot be visible from the street. Households can store up to ten ounces (280 g), or more if harvested from a home crop.
Marijuana cultivators have a several tier system for the kind of licenses they can apply for, but have the added stipulation that they can only sell to marijuana establishments like dispensaries but cannot directly sell to customers.Smoking marijuana on public property, including parks and sidewalks, is illegal, as is smoking it while driving. An unlicensed sale (including barter) is illegal for the seller but not the buyer; giving away home-grown marijuana for free is allowed.",222
Cannabis in Massachusetts,Sales,"Governor Charlie Baker signed legislation on December 30, 2016 extending the start date for legal licensed recreational cannabis sales by six months, to July 2018. The extended ban eventually lasted 8 months past the original effective date of the initiative. The law legalizing recreational cannabis in Massachusetts was signed into effect on July 28, 2017. It is codified at G.L. Ch. 94G. The law permits an individual to carry up to 1 ounce (28 g) on their person and have up to 10 ounces (280 g) in their home.
While the recreational marijuana industry in Massachusetts was initially overseen by the Department of Health, the Cannabis Control Commission took charge of the administration of the industry in December 2018. The Commission is responsible for promulgating regulations relating to marijuana, processing business applications and issuing licenses, and creating policies and procedures which ""promote and encourage full participation in the regulated marijuana industry by people from communities that have previously been disproportionately harmed by marijuana prohibition and enforcement and to positively impact those communities.""Cities and towns have the power to require permits, block recreational stores from locating in certain areas (through zoning bylaws) or from locating in the municipality at all. However, the law mandates that a ban must be approved by a local referendum if the majority of voters in the municipality were in favor of the statewide Question 4; otherwise, the city council can approve a ban on its own. Applicants must also hold a community meeting and negotiate an agreement with the host municipality in order to get a state license. As of March 2018, 59 municipalities had enacted a permanent ban, and 130 had enacted a temporary moratorium (all of which end sometime in 2018).Retail and medical marijuana businesses must also negotiate a Community Host Agreement with the city or town in which it is located pursuant to Massachusetts Law. Cities and towns are permitted to assess a community impact fee of up to 3% of the businesses annual revenue. The agreement may be in place for no more than 5 years. However, towns and cities throughout Massachusetts have not followed these requirements.
Retail sales have a 10.75% excise tax on the marijuana, on top of the general 6.25% state sales tax, and up to a 3% local option tax, for a total of 17%–20% tax. Treasurer Deborah Goldberg unilaterally increased the excise tax to 10.75% from the 3.75% approved by voters in the language of ballot question.The first recreational license for cultivation only was granted on Jun 21, 2018, so no sales occurred on the first day of legalization, July 1. New licensees have to wait for approval before planting, so existing medical dispensaries that expand to recreational sales have a competitive advantage, but must also wait for recreational approval. Licensing of delivery services (other than for medical marijuana) was further delayed by the Cannabis Control Commission, as was that for on-site consumption.The first two stores opened on November 20, 2018, in Northampton and Leicester, after testing labs had been approved and begun operations, and the stores received final sign-off. During the first week of sales, excluding Thanksgiving Day where both locations were closed, $2,217,621.13 in sales was sold between the two locations.Between November 20, 2018 and January 20, 2019, consumers purchased nearly $24 million on recreational marijuana products and the state has received about $4 million in tax revenue. As of late January 2019, the state now has nine stores licensed to sell recreational marijuana. By the end of the year the number had increased to 33, with more intending to open in 2020.",725
Cannabis in Massachusetts,Charlie Baker administration (2015–2023),"Massachusetts Governor Charlie Baker, along with the Speaker of the State House of Representatives Robert DeLeo, State Attorney General Maura Healey, State Treasurer Deb Goldberg, and Boston Mayor Marty Walsh, opposed the 2016 ballot initiative to legalize the recreational use of marijuana in the state, but after its passage stated ""Our view on this is the people spoke and we're going to honor that, but we need to make sure that we implement this in a way...[that protects] public safety and [ensures] that only those who are supposed to have access to these products will."" The month following the ballot initiative's passage, Baker signed into law a six-month delay in the issuance of licenses for retailing marijuana in shops from January 2018 to July 2018, and in July 2017, signed into law a compromise bill that increased the excise tax on marijuana sales, expanded the size of the Cannabis Control Commission created by the ballot initiative, mandated background checks for Commission and marijuana shop employees, shifted control of the state's medical cannabis program from the Massachusetts Department of Public Health to the Commission, and created rules for town governments to restrict or ban marijuana shops based on the results of the 2016 ballot initiative within their jurisdiction.In August 2017, Baker appointed State Senator Jennifer Flanagan to the Cannabis Control Commission and five members of the Cannabis Advisory Board that advises the Commission, and the following month, the Commission met for the first time. In January 2018, Baker proposed a $7.6 million budget for the Commission in his state budget proposal for fiscal year 2019. Also in January 2018, after U.S. Attorney General Jeff Sessions rescinded the Obama Justice Department's Cole Memorandum, as well as making personal requests to congressional leaders to not renew the Rohrabacher–Farr amendment in the previous year, Baker expressed opposition to the rescission, with his administration stating that it ""believes this is the wrong decision and will review any potential impacts from any policy changes by the local U.S. Attorney's Office"", and Baker reiterated his support for implementing the legal and regulated recreational marijuana market as passed by voters on the 2016 ballot initiative. In addition, Baker has also expressed concerns about federal prosecutors creating confusion and uncertainty in states where marijuana has been legalized for either medical or recreational usage, and argued that the Massachusetts U.S. Attorney's Office, instead of prosecuting local marijuana businesses, should focus its resources on resolving the opioid epidemic in the state (identifying fentanyl in particular).After meeting with the incoming U.S. Attorney Andrew Lelling in February 2018, Baker stated the following month that Lelling ""made pretty clear his primary focus is going to be on fentanyl and heroin"", and that after speaking with governors in other states with legal recreational marijuana markets at a National Governors Association meeting, Baker said that he ""did not get the impression any of them felt there had been a significant change in their relationship with the U.S. attorneys in their states as a result of the change in the administration... because people are pretty focused on the opioid issue."" Also in February 2018, Baker argued that the Cannabis Control Commission should create its regulatory framework in incremental steps by prioritizing marijuana shops over cafés, saying ""that if they try to unwrap the entire package straight out of the gate, the role and responsibility they have as an overseer and as a regulator is going to be compromised"", reiterating that the purpose of legalization was to create a ""safe, reliable, legal market"" in the state.In March 2018, The Boston Globe reported that 189 of the 351 Massachusetts cities and towns had either indefinitely or temporarily banned retail marijuana stores. In June 2018, Baker, along with 11 other governors, wrote a letter to Speaker of the U.S. House of Representatives Paul Ryan, U.S. House Minority Leader Nancy Pelosi, U.S. Senate Majority Leader Mitch McConnell, and U.S. Senate Minority Leader Chuck Schumer urging the passage of the bipartisan STATES Act sponsored by Massachusetts Senator Elizabeth Warren and Colorado Senator Cory Gardner. In the same month, Massachusetts Attorney General Maura Healey ruled that municipalities with moratoriums on recreational marijuana sales would be allowed to extend them for another year.Also in June 2018, with marijuana sales in the state scheduled to begin the following month and no recreational marijuana retail licenses having been issued, Cannabis Control Commission Chairman Steven Hoffman stated that ""We have said from the start that July 1 is not a legislative mandate, it's our objective and we are going to try to meet that objective, but we are going to do it right"", with other Commission regulators noting that only 53 of 1,145 applications for marijuana business licenses were complete and ready for review. On July 2, 2018, Baker praised the Commission's work in creating the regulatory framework for the recreational marijuana industry in the state, and expressed support for the Commission's decision to roll out the industry more slowly, stating ""It's very clear that you only get one shot to roll this out, and it's very hard to change if you don't do what you think you should have done the first time.""On the same day, the Commission voted unanimously to grant the first recreational marijuana retail license to a medical dispensary in Leicester. In November 2018, after the Cannabis Control Commission approved their final business licenses the previous month, the state's first two retail marijuana shops opened in Leicester and Northampton and the two shops recorded $2.2 million in sales of marijuana products during their first week. The following month, the Cannabis Control Commission approved licenses for retail stores in Salem, Easthampton, and Wareham, and Cannabis Control Commission Chair Steven Hoffman estimated that the state would begin to see four to eight new retail stores opening each month.",1150
Cannabis in Massachusetts,Nantucket and Martha's Vineyard,"Nantucket and Martha's Vineyard are islands which are separated from the mainland by federal waters. The state medical marijuana law requires a dispensary in every county; each island is its own county, but the problem of federal jurisdiction has created a legal hurdle to shipping mainland-grown product to the islands. State law requires marijuana grown on the island to be tested in state labs, which are located on the mainland, so crossing through federal jurisdiction is also a problem for growers.Though the Steamship Authority is run by the state, anyone transporting marijuana by sea could be subject to arrest by the United States Coast Guard. Similar problems exist in transporting marijuana to and from islands in Hawaii and Washington State, but as of 2018 it appears the Coast Guard has not taken enforcement action against those legally possessing marijuana under state law, despite asserting it will do so.
The Federal Aviation Administration could terminate the license of a pilot knowingly transporting marijuana, but there is some legal question as to whether air transport of marijuana authorized by state law is acceptable under an FAA regulation with ambiguous wording. The Transportation Security Administration does not have the legal authority to enforce federal law, only to protect the security of aircraft. Illegal drugs found by TSA at airport security checkpoints (which are not in the scope of what they are searching for in the first place) are referred to local law enforcement; in Massachusetts possession of under one ounce (28 g) is legal, so state police will take no action. People transporting marijuana by plane are subject to arrest by the Federal Bureau of Investigation, Drug Enforcement Administration, Federal Air Marshal Service, though in practice minor violations are typically referred to local law enforcement.",335
Cannabis in Massachusetts,Usage,Marijuana is the most common illegal drug used in the United States. A 2007 survey showed that over 100 million US citizens over the age of 12 have used marijuana. More teenagers are current users of marijuana than cigarettes. The following chart shows percentages of Massachusetts' population's marijuana usage using data from the Substance Abuse and Mental Health Services Administration based on surveys from 2010 and 2011.,77
Cannabis in Massachusetts,Cultivation,"Assessing the total cultivation of marijuana in the United States was difficult, and even more difficult by a statewide basis due to the now diminishing illegality of the drug. In the ballot of 2016, growing and cultivating the plant was legalized. In 2006 it was estimated that there was 22 million pounds of domestic crop. Including the imported crop from Mexico and Canada, Dr. Jon Gettman estimates there is approximately $100 billion worth of crop available in the United States. Gettman's study, Marijuana Production in the United States, shows that Massachusetts ranks 44th marijuana cultivation by state, producing 12,700 lbs. of marijuana worth $20 million, though this statistic was realized prior to the legalization of recreational marijuana and the large-scale commercial grow operations that supply the substantial recreational cannabis market that exists as of 2021.",166
Cannabis in Massachusetts,Events,"The Boston Freedom Rally is an annual event on the third Saturday in September. It is the second largest annual gathering demanding marijuana law reform in the United States. The Massachusetts Cannabis Reform Coalition organizes the event. The event began in 1989, and has been held on the Boston Common since 1992. The city of Boston has tried to stop the event, but has been unable to do so.",80
Cannabis in Massachusetts,2022 overhauls and reforms,"In August 2022, the Governor of Massachusetts signed an extensive bill into law that overhauls and reforms the legal cannabis industry within Massachusetts - plus permanently implements the ""Massachusetts Cannabis Control Commission"". However the Governor item-line vetoed a study into medical cannabis usage by students within schools.",62
